Ambient light color: Red=0.039216 Green=0.039216 Blue=0.039216

Named object: "Object01"
Tri-mesh, Vertices: 512     Faces: 1024
Vertex list:
Vertex 0:  X: -99.192619     Y: 226.066895     Z: -0.00002
Face 418:    A:209 B:226 C:210 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 419:    A:209 B:225 C:226 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 420:    A:210 B:227 C:211 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 421:    A:210 B:226 C:227 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 422:    A:211 B:228 C:212 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 423:    A:211 B:227 C:228 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 424:    A:212 B:229 C:213 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 425:    A:212 B:228 C:229 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 426:    A:213 B:230 C:214 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 427:    A:213 B:229 C:230 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 428:    A:214 B:231 C:215 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 429:    A:214 B:230 C:231 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 430:    A:215 B:232 C:216 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 431:    A:215 B:231 C:232 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 432:    A:216 B:233 C:217 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 433:    A:216 B:232 C:233 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 434:    A:217 B:234 C:218 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26
Face 435:    A:217 B:233 C:234 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 436:    A:218 B:235 C:219 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 437:    A:218 B:234 C:235 AB:1 BC:1 CA:0

                                     Page 30



Material:"CYAN PLSTC"
Smoothing:  27
Face 438:    A:219 B:236 C:220 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 439:    A:219 B:235 C:236 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 440:    A:220 B:237 C:221 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 441:    A:220 B:236 C:237 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 442:    A:221 B:238 C:222 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 443:    A:221 B:237 C:238 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 444:    A:222 B:239 C:223 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 445:    A:222 B:238 C:239 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 446:    A:223 B:224 C:208 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 447:    A:223 B:239 C:224 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 448:    A:224 B:241 C:225 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 449:    A:224 B:240 C:241 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 450:    A:225 B:242 C:226 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 451:    A:225 B:241 C:242 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 452:    A:226 B:243 C:227 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 453:    A:226 B:242 C:243 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 454:    A:227 B:244 C:228 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 455:    A:227 B:243 C:244 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 456:    A:228 B:245 C:229 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 457:    A:228 B:244 C:245 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"

                                     Page 31



Smoothing:  5
Face 458:    A:229 B:246 C:230 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 459:    A:229 B:245 C:246 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 460:    A:230 B:247 C:231 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 461:    A:230 B:246 C:247 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 462:    A:231 B:248 C:232 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 463:    A:231 B:247 C:248 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 464:    A:232 B:249 C:233 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 465:    A:232 B:248 C:249 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 466:    A:233 B:250 C:234 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 467:    A:233 B:249 C:250 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 468:    A:234 B:251 C:235 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 469:    A:234 B:250 C:251 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 470:    A:235 B:252 C:236 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 471:    A:235 B:251 C:252 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 472:    A:236 B:253 C:237 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 473:    A:236 B:252 C:253 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 474:    A:237 B:254 C:238 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 475:    A:237 B:253 C:254 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 476:    A:238 B:255 C:239 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 477:    A:238 B:254 C:255 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15

                                     Page 32



Face 478:    A:239 B:240 C:224 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 479:    A:239 B:255 C:240 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 480:    A:240 B:1 C:241 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 481:    A:240 B:0 C:1 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 482:    A:241 B:2 C:242 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 483:    A:241 B:1 C:2 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 484:    A:242 B:3 C:243 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 485:    A:242 B:2 C:3 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 486:    A:243 B:4 C:244 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 487:    A:243 B:3 C:4 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 488:    A:244 B:5 C:245 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 489:    A:244 B:4 C:5 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 490:    A:245 B:6 C:246 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 491:    A:245 B:5 C:6 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 492:    A:246 B:7 C:247 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 493:    A:246 B:6 C:7 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 494:    A:247 B:8 C:248 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 495:    A:247 B:7 C:8 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 496:    A:248 B:9 C:249 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 497:    A:248 B:8 C:9 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 498:    A:249 B:10 C:250 AB:0 BC:1 CA:1

                                     Page 33



Material:"CYAN PLSTC"
Smoothing:  26
Face 499:    A:249 B:9 C:10 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 500:    A:250 B:11 C:251 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 501:    A:250 B:10 C:11 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 502:    A:251 B:12 C:252 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 503:    A:251 B:11 C:12 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 504:    A:252 B:13 C:253 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 505:    A:252 B:12 C:13 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 506:    A:253 B:14 C:254 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 507:    A:253 B:13 C:14 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 508:    A:254 B:15 C:255 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 509:    A:254 B:14 C:15 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 510:    A:255 B:0 C:240 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 511:    A:255 B:15 C:0 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 512:    A:256 B:273 C:257 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  1
Face 513:    A:256 B:272 C:273 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  1
Face 514:    A:257 B:274 C:258 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  2
Face 515:    A:257 B:273 C:274 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  2
Face 516:    A:258 B:275 C:259 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  3
Face 517:    A:258 B:274 C:275 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  3
Face 518:    A:259 B:276 C:260 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"

                                     Page 34



Smoothing:  4
Face 519:    A:259 B:275 C:276 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  4
Face 520:    A:260 B:277 C:261 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  5
Face 521:    A:260 B:276 C:277 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  5
Face 522:    A:261 B:278 C:262 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  6
Face 523:    A:261 B:277 C:278 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  6
Face 524:    A:262 B:279 C:263 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  7
Face 525:    A:262 B:278 C:279 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  7
Face 526:    A:263 B:280 C:264 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  8
Face 527:    A:263 B:279 C:280 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  8
Face 528:    A:264 B:281 C:265 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  9
Face 529:    A:264 B:280 C:281 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  9
Face 530:    A:265 B:282 C:266 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  10
Face 531:    A:265 B:281 C:282 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  10
Face 532:    A:266 B:283 C:267 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  11
Face 533:    A:266 B:282 C:283 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  11
Face 534:    A:267 B:284 C:268 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  12
Face 535:    A:267 B:283 C:284 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  12
Face 536:    A:268 B:285 C:269 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  13
Face 537:    A:268 B:284 C:285 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  13
Face 538:    A:269 B:286 C:270 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  14

                                     Page 35



Face 539:    A:269 B:285 C:286 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  14
Face 540:    A:270 B:287 C:271 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  15
Face 541:    A:270 B:286 C:287 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  15
Face 542:    A:271 B:272 C:256 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  16
Face 543:    A:271 B:287 C:272 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  16
Face 544:    A:272 B:289 C:273 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  17
Face 545:    A:272 B:288 C:289 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  17
Face 546:    A:273 B:290 C:274 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  18
Face 547:    A:273 B:289 C:290 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  18
Face 548:    A:274 B:291 C:275 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  19
Face 549:    A:274 B:290 C:291 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  19
Face 550:    A:275 B:292 C:276 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  20
Face 551:    A:275 B:291 C:292 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  20
Face 552:    A:276 B:293 C:277 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  21
Face 553:    A:276 B:292 C:293 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  21
Face 554:    A:277 B:294 C:278 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  22
Face 555:    A:277 B:293 C:294 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  22
Face 556:    A:278 B:295 C:279 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  23
Face 557:    A:278 B:294 C:295 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  23
Face 558:    A:279 B:296 C:280 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  24
Face 559:    A:279 B:295 C:296 AB:1 BC:1 CA:0

                                     Page 36



Material:"BLUE PLASTIC"
Smoothing:  24
Face 560:    A:280 B:297 C:281 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  25
Face 561:    A:280 B:296 C:297 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  25
Face 562:    A:281 B:298 C:282 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  26
Face 563:    A:281 B:297 C:298 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  26
Face 564:    A:282 B:299 C:283 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  27
Face 565:    A:282 B:298 C:299 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  27
Face 566:    A:283 B:300 C:284 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  28
Face 567:    A:283 B:299 C:300 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  28
Face 568:    A:284 B:301 C:285 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  29
Face 569:    A:284 B:300 C:301 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  29
Face 570:    A:285 B:302 C:286 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  30
Face 571:    A:285 B:301 C:302 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  30
Face 572:    A:286 B:303 C:287 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  31
Face 573:    A:286 B:302 C:303 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  31
Face 574:    A:287 B:288 C:272 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  32
Face 575:    A:287 B:303 C:288 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  32
Face 576:    A:288 B:305 C:289 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  1
Face 577:    A:288 B:304 C:305 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  1
Face 578:    A:289 B:306 C:290 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  2
Face 579:    A:289 B:305 C:306 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"

                                     Page 37



Smoothing:  2
Face 580:    A:290 B:307 C:291 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  3
Face 581:    A:290 B:306 C:307 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  3
Face 582:    A:291 B:308 C:292 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  4
Face 583:    A:291 B:307 C:308 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  4
Face 584:    A:292 B:309 C:293 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  5
Face 585:    A:292 B:308 C:309 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  5
Face 586:    A:293 B:310 C:294 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  6
Face 587:    A:293 B:309 C:310 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  6
Face 588:    A:294 B:311 C:295 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  7
Face 589:    A:294 B:310 C:311 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  7
Face 590:    A:295 B:312 C:296 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  8
Face 591:    A:295 B:311 C:312 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  8
Face 592:    A:296 B:313 C:297 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  9
Face 593:    A:296 B:312 C:313 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  9
Face 594:    A:297 B:314 C:298 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  10
Face 595:    A:297 B:313 C:314 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  10
Face 596:    A:298 B:315 C:299 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  11
Face 597:    A:298 B:314 C:315 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  11
Face 598:    A:299 B:316 C:300 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  12
Face 599:    A:299 B:315 C:316 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  12

                                     Page 38



Face 600:    A:300 B:317 C:301 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  13
Face 601:    A:300 B:316 C:317 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  13
Face 602:    A:301 B:318 C:302 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  14
Face 603:    A:301 B:317 C:318 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  14
Face 604:    A:302 B:319 C:303 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  15
Face 605:    A:302 B:318 C:319 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  15
Face 606:    A:303 B:304 C:288 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  16
Face 607:    A:303 B:319 C:304 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  16
Face 608:    A:304 B:321 C:305 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  17
Face 609:    A:304 B:320 C:321 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  17
Face 610:    A:305 B:322 C:306 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  18
Face 611:    A:305 B:321 C:322 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  18
Face 612:    A:306 B:323 C:307 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  19
Face 613:    A:306 B:322 C:323 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  19
Face 614:    A:307 B:324 C:308 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  20
Face 615:    A:307 B:323 C:324 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  20
Face 616:    A:308 B:325 C:309 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  21
Face 617:    A:308 B:324 C:325 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  21
Face 618:    A:309 B:326 C:310 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  22
Face 619:    A:309 B:325 C:326 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  22
Face 620:    A:310 B:327 C:311 AB:0 BC:1 CA:1

                                     Page 39



Material:"BLUE PLASTIC"
Smoothing:  23
Face 621:    A:310 B:326 C:327 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  23
Face 622:    A:311 B:328 C:312 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  24
Face 623:    A:311 B:327 C:328 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  24
Face 624:    A:312 B:329 C:313 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  25
Face 625:    A:312 B:328 C:329 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  25
Face 626:    A:313 B:330 C:314 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  26
Face 627:    A:313 B:329 C:330 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  26
Face 628:    A:314 B:331 C:315 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  27
Face 629:    A:314 B:330 C:331 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  27
Face 630:    A:315 B:332 C:316 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  28
Face 631:    A:315 B:331 C:332 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  28
Face 632:    A:316 B:333 C:317 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  29
Face 633:    A:316 B:332 C:333 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  29
Face 634:    A:317 B:334 C:318 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  30
Face 635:    A:317 B:333 C:334 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  30
Face 636:    A:318 B:335 C:319 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  31
Face 637:    A:318 B:334 C:335 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  31
Face 638:    A:319 B:320 C:304 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  32
Face 639:    A:319 B:335 C:320 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  32
Face 640:    A:320 B:337 C:321 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"

                                     Page 40



Smoothing:  1
Face 641:    A:320 B:336 C:337 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  1
Face 642:    A:321 B:338 C:322 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  2
Face 643:    A:321 B:337 C:338 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  2
Face 644:    A:322 B:339 C:323 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  3
Face 645:    A:322 B:338 C:339 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  3
Face 646:    A:323 B:340 C:324 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  4
Face 647:    A:323 B:339 C:340 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  4
Face 648:    A:324 B:341 C:325 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  5
Face 649:    A:324 B:340 C:341 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  5
Face 650:    A:325 B:342 C:326 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  6
Face 651:    A:325 B:341 C:342 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  6
Face 652:    A:326 B:343 C:327 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  7
Face 653:    A:326 B:342 C:343 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  7
Face 654:    A:327 B:344 C:328 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  8
Face 655:    A:327 B:343 C:344 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  8
Face 656:    A:328 B:345 C:329 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
